ID_lakepulse,bottle,date,comments,Comment_CP,genus ,species,division,tow length (m),net radius (cm),tow volume filtered (L),total sample volume (ml),aliquot (ml) ,count factor,#individuals counted,# / L  ,biomass factor (µg/ind),species biomass (µg d.w./L) ,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10
 06-309 ,Zoop1+Zoop2,na,na,na,Epischura,lacustris,Copepoda,9,10,282.74,245,15.0,0.06,1,0.058,12.505,0.722,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-309 ,Zoop1+Zoop2,na,na,na,Mesocyclops,edax,Copepoda,9,10,282.74,245,15.0,0.06,3,0.173,6.270,1.087,0.79,1.29,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-309 ,Zoop1+Zoop2,na,na,na,Skistodiaptomus,oregonensis,Copepoda,9,10,282.74,245,15.0,0.06,5,0.289,5.663,1.636,1.24,1.19,1.09,1.16,1.04,0.00,0.00,0.00,0.00,0.00
 06-309 ,Zoop1+Zoop2,na,na,na,Tropocyclops,prasinus,Copepoda,9,10,282.74,245,15.0,0.06,50,2.888,0.982,2.837,0.56,0.45,0.55,0.48,0.44,0.54,0.45,0.48,0.46,0.50
 06-309 ,Zoop1+Zoop2,na,na,na,Chaoborus,spp.,Utermöhl Chamber,9,10,282.74,245,15.0,0.06,5,0.289,,,,,,,,,,,,
 06-309 ,Zoop1+Zoop2,na,na,na,Chaoborus,spp.,Large Taxa Scan,9,10,282.74,245,245.0,0.00,20,0.071,,,,,,,,,,,,
 09-367 ,Zoop1+Zoop2,na,High algae.,na,Ceriodaphnia,spp.,Cladocera,9,10,282.74,230,8.5,0.10,114,10.910,3.776,41.196,0.38,0.51,0.64,0.45,0.74,0.75,0.79,0.61,0.57,0.42
 09-367 ,Zoop1+Zoop2,na,High algae.,na,Chydorus ,sphaericus,Cladocera,9,10,282.74,230,8.5,0.10,13,1.244,0.599,0.745,0.22,0.23,0.20,0.27,0.25,0.28,0.25,0.24,0.25,0.29
 09-367 ,Zoop1+Zoop2,na,High algae.,na,Daphnia,pulicaria,Cladocera,9,10,282.74,230,8.5,0.10,130,12.441,27.917,347.323,0.79,1.49,0.79,1.04,1.63,0.94,1.98,0.94,0.99,1.98
 09-367 ,Zoop1+Zoop2,na,High algae.,na,Acanthdiaptomus,denticornis,Copepoda,9,10,282.74,230,8.5,0.10,2,0.191,15.815,3.027,1.98,2.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-367 ,Zoop1+Zoop2,na,High algae.,na,calanoid,copepodid,Copepoda,9,10,282.74,230,8.5,0.10,214,20.480,3.754,76.890,0.89,0.91,0.82,0.96,0.84,0.89,0.92,0.86,0.89,1.02
 09-367 ,Zoop1+Zoop2,na,High algae.,na,cyclopoid,copepodid,Copepoda,9,10,282.74,230,8.5,0.10,19,1.818,1.662,3.023,0.59,0.66,0.54,0.51,0.48,0.61,0.45,0.54,0.50,0.79
 09-367 ,Zoop1+Zoop2,na,High algae.,na,Diacyclops,thomasi,Copepoda,9,10,282.74,230,8.5,0.10,42,4.019,2.936,11.802,1.04,1.19,0.89,1.24,1.24,1.14,1.11,1.19,0.92,0.85
 09-367 ,Zoop1+Zoop2,na,High algae.,na,Mesocyclops,edax,Copepoda,9,10,282.74,230,8.5,0.10,1,0.096,4.298,0.411,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-367 ,Zoop1+Zoop2,na,High algae.,na,Chaoborus,spp.,Utermöhl Chamber,9,10,282.74,230,8.5,0.10,4,0.383,,,,,,,,,,,,
 09-367 ,Zoop1+Zoop2,na,High algae.,na,Hydracarina,,Utermöhl Chamber,9,10,282.74,230,8.5,0.10,3,0.287,,,,,,,,,,,,
 09-367 ,Zoop1+Zoop2,na,High algae.,na,Leptodora,kindtii,Utermöhl Chamber,9,10,282.74,230,8.5,0.10,3,0.287,,,,,,,,,,,,
 09-376 ,Zoop1,na,High algae.,na,Ceriodaphnia,lacustris,Cladocera,9,10,282.74,120,9.0,0.05,3,0.141,2.122,0.300,0.37,0.64,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-376 ,Zoop1,na,High algae.,na,Chydorus ,sphaericus,Cladocera,9,10,282.74,120,9.0,0.05,1,0.047,0.216,0.010,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-376 ,Zoop1,na,High algae.,na,Daphnia,pulicaria,Cladocera,9,10,282.74,120,9.0,0.05,205,9.667,57.805,558.810,1.49,1.63,2.31,1.70,1.39,1.49,1.21,1.49,2.64,2.02
 09-376 ,Zoop1,na,High algae.,na,Daphnia,spp.,Cladocera,9,10,282.74,120,9.0,0.05,44,2.075,7.017,14.559,0.82,0.80,0.86,0.74,0.84,0.79,0.86,0.74,0.89,0.79
 09-376 ,Zoop1,na,High algae.,na,Acanthdiaptomus,denticornis copepodid,Copepoda,9,10,282.74,120,9.0,0.05,70,3.301,6.241,20.602,0.50,0.75,0.84,0.86,1.13,0.69,0.47,0.48,1.35,0.79
 09-376 ,Zoop1,na,High algae.,na,Acanthdiaptomus,denticornis,Copepoda,9,10,282.74,120,9.0,0.05,12,0.566,10.748,6.082,1.98,1.90,1.78,1.49,1.63,1.62,1.66,1.53,1.81,1.62
 09-376 ,Zoop1,na,High algae.,na,cyclopoid,copepodid,Copepoda,9,10,282.74,120,9.0,0.05,19,0.896,0.824,0.738,0.42,0.53,0.40,0.54,0.45,0.43,0.33,0.35,0.67,0.35
 09-376 ,Zoop1,na,High algae.,na,Chaoborus,spp.,Utermöhl Chamber,9,10,282.74,120,9.0,0.05,35,1.650,,,,,,,,,,,,
 09-376 ,Zoop1,na,High algae.,na,Chaoborus,spp.,Large Taxa Scan,9,10,282.74,120,120.0,0.00,432,1.528,,,,,,,,,,,,
 09-378 ,Zoop1,na,High algae.,na,Bosmina,longirostris,Cladocera,9,10,282.74,120,9.05,0.05,147,6.894,0.473,3.258,0.25,0.20,0.23,0.27,0.25,0.27,0.30,0.28,0.26,0.24
 09-378 ,Zoop1,na,High algae.,na,Chydorus ,sphaericus,Cladocera,9,10,282.74,120,9.05,0.05,54,2.532,0.386,0.979,0.23,0.20,0.24,0.22,0.23,0.24,0.20,0.17,0.22,0.25
 09-378 ,Zoop1,na,High algae.,na,Daphnia,pulicaria,Cladocera,9,10,282.74,120,9.05,0.05,5,0.234,11.803,2.768,0.94,0.79,1.29,0.99,0.84,0.00,0.00,0.00,0.00,0.00
 09-378 ,Zoop1,na,High algae.,na,Daphnia,spp.,Cladocera,9,10,282.74,120,9.05,0.05,3,0.141,5.008,0.705,0.78,0.69,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-378 ,Zoop1,na,High algae.,na,Diaphanosoma,birgei,Cladocera,9,10,282.74,120,9.05,0.05,226,10.599,3.567,37.804,0.52,1.05,1.14,1.09,0.84,1.29,0.56,0.91,0.84,1.14
 09-378 ,Zoop1,na,High algae.,na,Acanthocyclops,robustus,Copepoda,9,10,282.74,120,9.05,0.05,14,0.657,5.433,3.567,0.79,1.19,0.82,0.81,0.79,0.85,0.83,0.72,0.77,0.61
 09-378 ,Zoop1,na,High algae.,na,cyclopoid,copepodid,Copepoda,9,10,282.74,120,9.05,0.05,101,4.737,0.797,3.775,0.30,0.33,0.45,0.47,0.43,0.71,0.43,0.33,0.43,0.50
 09-378 ,Zoop1,na,High algae.,na,Diacyclops,thomasi,Copepoda,9,10,282.74,120,9.05,0.05,30,1.407,2.884,4.058,0.86,1.39,1.11,1.09,0.82,0.94,1.07,0.89,1.39,1.04
 09-378 ,Zoop1,na,High algae.,na,Macrocyclops,albidus,Copepoda,9,10,282.74,120,9.05,0.05,1,0.047,71.509,3.354,1.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-378 ,Zoop1,na,High algae.,na,Skistodiaptomus,oregonensis copepodid,Copepoda,9,10,282.74,120,9.05,0.05,149,6.988,4.490,31.373,0.90,0.79,0.80,0.76,0.91,0.75,0.74,0.75,0.74,0.78
 09-378 ,Zoop1,na,High algae.,na,Skistodiaptomus,oregonensis,Copepoda,9,10,282.74,120,9.05,0.05,56,2.626,6.159,16.175,1.19,1.09,1.17,1.15,1.34,1.29,1.32,1.14,1.21,1.11
 09-378 ,Zoop1,na,High algae.,na,Chaoborus,spp.,Large Taxa Scan,9,10,282.74,120,120.0,0.00,3,0.011,,,,,,,,,,,,
 09-403 ,Zoop1,na,High algae.,na,Chydorus ,sphaericus,Cladocera,9,10,282.74,120,4.3,0.10,41,4.047,0.576,2.331,0.27,0.20,0.21,0.27,0.19,0.25,0.29,0.23,0.20,0.30
 09-403 ,Zoop1,na,High algae.,na,Daphnia,longiremis,Cladocera,9,10,282.74,120,4.3,0.10,14,1.382,17.649,24.387,1.98,1.91,1.22,1.78,1.97,2.00,1.85,1.88,1.86,1.95
 09-403 ,Zoop1,na,High algae.,na,Daphnia,pulicaria,Cladocera,9,10,282.74,120,4.3,0.10,138,13.621,62.462,850.769,1.53,2.50,1.50,1.63,2.28,1.19,1.29,2.23,1.93,1.90
 09-403 ,Zoop1,na,High algae.,na,Daphnia,spp.,Cladocera,9,10,282.74,120,4.3,0.10,34,3.356,11.031,37.019,0.94,0.79,0.99,1.02,1.04,0.94,0.89,1.24,0.84,0.89
 09-403 ,Zoop1,na,High algae.,na,Diaphanosoma,brachyurum,Cladocera,9,10,282.74,120,4.3,0.10,26,2.566,4.133,10.605,0.89,0.62,1.51,1.05,0.97,0.79,0.51,1.22,0.52,1.31
 09-403 ,Zoop1,na,High algae.,na,calanoid,copepodid,Copepoda,9,10,282.74,120,4.3,0.10,207,20.431,3.297,67.362,0.84,0.43,0.99,0.94,0.40,0.35,0.94,1.10,1.09,0.94
 09-403 ,Zoop1,na,High algae.,na,cyclopoid,copepodid,Copepoda,9,10,282.74,120,4.3,0.10,114,11.252,3.549,39.929,0.32,0.84,0.54,0.30,0.42,1.19,0.33,1.04,0.42,0.40
 09-403 ,Zoop1,na,High algae.,na,Diacyclops,thomasi,Copepoda,9,10,282.74,120,4.3,0.10,2,0.197,1.644,0.324,0.94,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-403 ,Zoop1,na,High algae.,na,Leptodiaptomus,sicilis,Copepoda,9,10,282.74,120,4.3,0.10,1,0.099,2.927,0.289,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-403 ,Zoop1,na,High algae.,na,Macrocyclops,albidus,Copepoda,9,10,282.74,120,4.3,0.10,2,0.197,18.640,3.679,1.44,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-403 ,Zoop1,na,High algae.,na,Mesocyclops,edax,Copepoda,9,10,282.74,120,4.3,0.10,14,1.382,12.147,16.784,0.84,1.19,1.58,0.89,1.34,1.50,0.93,1.32,0.94,1.01
 09-403 ,Zoop1,na,High algae.,na,Skistodiaptomus,oregonensis,Copepoda,9,10,282.74,120,4.3,0.10,16,1.579,7.367,11.634,1.29,1.40,1.39,1.32,1.19,1.39,1.43,1.24,1.37,1.32
 09-403 ,Zoop1,na,High algae.,na,ostracod,,Utermöhl Chamber,9,10,282.74,120,4.3,0.10,1,0.099,,,,,,,,,,,,
 09-403 ,Zoop1,na,High algae.,na,Chaoborus,spp.,Large Taxa Scan,9,10,282.74,120,120.0,0.00,1,0.004,,,,,,,,,,,,
 09-432 ,Zoop1,na,na,na,Daphnia,pulicaria,Cladocera,9,10,282.74,116,15.0,0.03,12,0.328,23.245,7.629,1.73,1.44,1.06,1.04,0.92,0.59,0.87,1.29,1.14,1.88
 09-432 ,Zoop1,na,na,na,Daphnia,magna,Cladocera,9,10,282.74,116,15.0,0.03,17,0.465,31.565,14.677,2.03,1.19,2.08,2.01,1.98,1.14,1.02,2.57,1.04,1.50
 09-432 ,Zoop1,na,na,na,Acanthocyclops,robustus,Copepoda,9,10,282.74,116,15.0,0.03,1,0.027,4.726,0.129,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 09-432 ,Zoop1,na,na,na,Aglaodiaptomus,leptopus,Copepoda,9,10,282.74,116,15.0,0.03,16,0.438,29.788,13.036,2.18,1.98,2.03,2.08,2.08,1.98,2.03,2.16,1.98,2.33
 09-432 ,Zoop1,na,na,na,calanoid,copepodid,Copepoda,9,10,282.74,116,15.0,0.03,205,5.607,4.436,24.874,1.25,0.74,1.32,0.74,1.29,0.99,1.21,0.54,0.51,1.02
 09-432 ,Zoop1,na,na,na,cyclopoid,copepodid,Copepoda,9,10,282.74,116,15.0,0.03,34,0.930,1.172,1.090,0.50,0.54,0.89,0.35,0.38,0.33,0.29,0.34,0.38,0.54
 09-432 ,Zoop1,na,na,na,Chaoborus,spp.,Utermöhl Chamber,9,10,282.74,116,15.0,0.03,3,0.082,,,,,,,,,,,,
 09-432 ,Zoop1,na,na,na,Chaoborus,spp.,Large Taxa Scan,9,10,282.74,116,116.0,0.00,35,0.124,,,,,,,,,,,,
 04-572 ,Zoop1,na,na,,Bosmina,longirostris,Cladocera,9,10,282.74,116,14.0,0.03,237,6.945,0.966,6.708,0.32,0.28,0.37,0.42,0.36,0.36,0.33,0.38,0.23,0.30
 04-572 ,Zoop1,na,na,,Ceriodaphnia,spp.,Cladocera,9,10,282.74,116,14.0,0.03,5,0.147,0.482,0.071,0.32,0.31,0.33,0.33,0.34,0.00,0.00,0.00,0.00,0.00
 04-572 ,Zoop1,na,na,,Chydorus ,sphaericus,Cladocera,9,10,282.74,116,14.0,0.03,4,0.117,0.314,0.037,0.21,0.20,0.18,0.24,0.00,0.00,0.00,0.00,0.00,0.00
 04-572 ,Zoop1,na,na,,Daphnia,spp.,Cladocera,9,10,282.74,116,14.0,0.03,48,1.407,3.292,4.631,0.59,0.73,0.50,0.46,0.60,0.69,0.67,0.54,0.71,0.50
 04-572 ,Zoop1,na,na,,Diaphanosoma,brachyurum,Cladocera,9,10,282.74,116,14.0,0.03,4,0.117,0.657,0.077,0.62,0.51,0.54,0.58,0.00,0.00,0.00,0.00,0.00,0.00
 04-572 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,9,10,282.74,116,14.0,0.03,154,4.513,2.165,9.772,0.74,0.48,0.81,0.64,0.57,0.46,0.56,0.82,0.80,0.57
 04-572 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,9,10,282.74,116,14.0,0.03,43,1.260,0.356,0.449,0.36,0.34,0.33,0.33,0.36,0.45,0.31,0.44,0.34,0.36
 04-572 ,Zoop1,na,na,,Leptodiaptomus,pribilofensis,Copepoda,9,10,282.74,116,14.0,0.03,7,0.205,5.675,1.164,1.43,1.32,1.21,1.34,1.37,1.28,1.31,0.00,0.00,0.00
 04-572 ,Zoop1,na,na,,Skistodiaptomus,oregonensis,Copepoda,9,10,282.74,116,14.0,0.03,26,0.762,5.757,4.387,1.17,1.21,1.09,1.10,1.19,1.21,1.13,1.22,1.10,1.14
 04-577 ,Zoop1,na,Low abundance. Unable to meet tally.,,Bosmina,longirostris,Cladocera,9,10,282.74,110,110.0,0.00,1,0.004,1.635,0.006,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 04-577 ,Zoop1,na,Low abundance. Unable to meet tally.,,Camptocercus,spp.,Cladocera,9,10,282.74,110,110.0,0.00,2,0.007,1.084,0.008,0.38,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 04-577 ,Zoop1,na,Low abundance. Unable to meet tally.,,Ceriodaphnia,spp.,Cladocera,9,10,282.74,110,110.0,0.00,32,0.113,0.547,0.062,0.32,0.35,0.34,0.34,0.31,0.34,0.35,0.34,0.36,0.34
 04-577 ,Zoop1,na,Low abundance. Unable to meet tally.,,Chydorus ,sphaericus,Cladocera,9,10,282.74,110,110.0,0.00,6,0.021,0.496,0.011,0.24,0.24,0.22,0.25,0.24,0.24,0.00,0.00,0.00,0.00
 04-577 ,Zoop1,na,Low abundance. Unable to meet tally.,,Eurycercus,spp.,Cladocera,9,10,282.74,110,110.0,0.00,1,0.004,3.807,0.013,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 04-577 ,Zoop1,na,Low abundance. Unable to meet tally.,,calanoid,copepodid,Copepoda,9,10,282.74,110,110.0,0.00,96,0.340,1.230,0.418,0.42,0.44,0.42,0.43,0.45,0.46,0.75,0.42,0.44,0.47
 04-577 ,Zoop1,na,Low abundance. Unable to meet tally.,,cyclopoid,copepodid,Copepoda,9,10,282.74,110,110.0,0.00,11,0.039,2.567,0.100,1.07,0.36,0.39,0.36,1.02,0.36,0.53,0.42,0.45,0.39
 04-577 ,Zoop1,na,Low abundance. Unable to meet tally.,,Skistodiaptomus,oregonensis,Copepoda,9,10,282.74,110,110.0,0.00,5,0.018,6.068,0.107,1.16,1.25,1.13,1.25,1.17,0.00,0.00,0.00,0.00,0.00
 04-577 ,Zoop1,na,Low abundance. Unable to meet tally.,,Chaoborus,spp.,Utermöhl Chamber,9,10,282.74,110,110.0,0.00,1,0.004,,,,,,,,,,,,
 04-577 ,Zoop1,na,Low abundance. Unable to meet tally.,,Hydracarina,,Utermöhl Chamber,9,10,282.74,110,110.0,0.00,1,0.004,,,,,,,,,,,,
 04-582 ,Zoop1,na,Low abundance. Unable to meet tally.,,Alona,spp.,Cladocera,9,10,282.74,116,116.0,0.00,1,0.004,0.604,0.002,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 04-582 ,Zoop1,na,Low abundance. Unable to meet tally.,,Bosmina,longirostris,Cladocera,9,10,282.74,116,116.0,0.00,5,0.018,0.551,0.010,0.35,0.23,0.25,0.26,0.25,0.00,0.00,0.00,0.00,0.00
 04-582 ,Zoop1,na,Low abundance. Unable to meet tally.,,Ceriodaphnia,spp.,Cladocera,9,10,282.74,116,116.0,0.00,3,0.011,0.857,0.009,0.30,0.46,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 04-582 ,Zoop1,na,Low abundance. Unable to meet tally.,,Daphnia,spp.,Cladocera,9,10,282.74,116,116.0,0.00,3,0.011,2.772,0.029,0.61,0.43,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 04-582 ,Zoop1,na,Low abundance. Unable to meet tally.,,calanoid,copepodid,Copepoda,9,10,282.74,116,116.0,0.00,30,0.106,1.608,0.171,0.74,0.65,0.64,0.45,0.46,0.43,0.43,0.57,0.65,0.42
 04-582 ,Zoop1,na,Low abundance. Unable to meet tally.,,cyclopoid,copepodid,Copepoda,9,10,282.74,116,116.0,0.00,28,0.099,0.488,0.048,0.51,0.40,0.36,0.33,0.35,0.39,0.36,0.35,0.50,0.39
 04-582 ,Zoop1,na,Low abundance. Unable to meet tally.,,Ergasilus,spp.,Copepoda,9,10,282.74,116,116.0,0.00,3,0.011,1.320,0.014,0.57,0.56,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 04-582 ,Zoop1,na,Low abundance. Unable to meet tally.,,Leptodiaptomus,siciloides,Copepoda,9,10,282.74,116,116.0,0.00,13,0.046,2.595,0.119,1.01,0.97,0.94,0.94,1.05,0.91,0.97,0.93,0.96,0.92
 04-582 ,Zoop1,na,Low abundance. Unable to meet tally.,,Hydracarina,,Utermöhl Chamber,9,10,282.74,116,116.0,0.00,1,0.004,,,,,,,,,,,,
 04-582 ,Zoop1,na,Low abundance. Unable to meet tally.,,Leptodora,kindtii,Utermöhl Chamber,9,10,282.74,116,116.0,0.00,2,0.007,,,,,,,,,,,,
 12-638 ,Zoop1,na,na,,Ceriodaphnia,spp.,Cladocera,9,10,282.74,120,12.0,0.04,11,0.389,1.644,0.640,0.36,0.30,0.68,0.40,0.41,0.40,0.44,0.55,0.51,0.47
 12-638 ,Zoop1,na,na,,Daphnia,dentifera,Cladocera,9,10,282.74,120,12.0,0.04,15,0.531,4.976,2.640,0.94,1.01,0.84,1.29,0.89,0.89,0.99,1.20,1.01,1.17
 12-638 ,Zoop1,na,na,,Daphnia,pulicaria,Cladocera,9,10,282.74,120,12.0,0.04,7,0.248,51.090,12.648,2.03,1.19,0.94,2.39,1.68,1.73,1.53,0.00,0.00,0.00
 12-638 ,Zoop1,na,na,,Daphnia,spp.,Cladocera,9,10,282.74,120,12.0,0.04,10,0.354,6.037,2.135,0.84,0.74,0.79,0.86,0.79,0.82,0.75,0.60,0.69,0.76
 12-638 ,Zoop1,na,na,,Diaphanosoma,birgei,Cladocera,9,10,282.74,120,12.0,0.04,148,5.234,0.468,2.451,0.45,0.36,0.40,0.60,0.66,0.55,0.50,0.42,0.45,0.54
 12-638 ,Zoop1,na,na,,Holopedium,glacialis,Cladocera,9,10,282.74,120,12.0,0.04,28,0.990,5.366,5.314,0.64,0.84,0.62,1.19,0.55,0.79,0.77,0.80,1.26,0.71
 12-638 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,9,10,282.74,120,12.0,0.04,207,7.321,2.349,17.194,1.04,0.84,0.86,1.19,0.40,0.40,0.39,0.41,0.40,0.50
 12-638 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,9,10,282.74,120,12.0,0.04,21,0.743,0.695,0.516,0.45,0.45,0.50,0.35,0.50,0.59,0.32,0.33,0.34,0.48
 12-638 ,Zoop1,na,na,,Onychodiaptomus,hesperus,Copepoda,9,10,282.74,120,12.0,0.04,21,0.743,5.514,4.095,1.35,1.26,1.29,1.28,1.24,1.32,1.30,1.20,1.39,1.44
 12-638 ,Zoop1,na,na,,Skistodiaptomus,oregonensis,Copepoda,9,10,282.74,120,12.0,0.04,8,0.283,6.114,1.730,1.24,1.19,1.26,1.20,1.14,1.16,1.21,1.18,0.00,0.00
 12-656 ,Zoop1,na,na,,Bosmina,longirostris,Cladocera,9,10,282.74,118,3.0,0.14,204,28.379,0.508,14.409,0.21,0.26,0.30,0.26,0.23,0.37,0.20,0.24,0.27,0.24
 12-656 ,Zoop1,na,na,,Ceriodaphnia,spp.,Cladocera,9,10,282.74,118,3.0,0.14,35,4.869,0.539,2.623,0.21,0.36,0.32,0.30,0.34,0.31,0.33,0.36,0.42,0.35
 12-656 ,Zoop1,na,na,,Diaphanosoma,brachyurum,Cladocera,9,10,282.74,118,3.0,0.14,21,2.921,0.291,0.850,0.50,0.41,0.40,0.31,0.35,0.53,0.26,0.56,0.41,0.45
 12-656 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,9,10,282.74,118,3.0,0.14,7,0.974,3.039,2.959,0.82,0.55,0.86,0.85,0.79,0.79,0.88,0.00,0.00,0.00
 12-656 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,9,10,282.74,118,3.0,0.14,25,3.478,0.838,2.915,0.35,0.40,0.41,0.34,0.35,0.37,0.41,0.79,0.40,0.48
 12-656 ,Zoop1,na,na,,Skistodiaptomus,oregonensis,Copepoda,9,10,282.74,118,3.0,0.14,8,1.113,4.447,4.949,0.99,1.11,1.02,0.91,0.93,1.00,0.97,1.02,0.00,0.00
 12-656 ,Zoop1,na,na,,Tropocyclops,prasinus,Copepoda,9,10,282.74,118,3.0,0.14,4,0.556,1.109,0.617,0.52,0.53,0.49,0.57,0.00,0.00,0.00,0.00,0.00,0.00
 13-520 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,9,10,282.74,116,4.0,0.10,256,26.257,3.741,98.227,0.94,0.84,0.89,0.59,1.04,0.50,0.99,1.16,0.91,0.99
 13-520 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,9,10,282.74,116,4.0,0.10,35,3.590,0.996,3.574,0.59,0.45,0.48,0.57,0.48,0.40,0.45,0.47,0.45,0.59
 13-520 ,Zoop1,na,na,,Heterocope,septentrionalis,Copepoda,9,10,282.74,116,4.0,0.10,1,0.103,66.256,6.796,3.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 13-520 ,Zoop1,na,na,,Leptodiaptomus,pribilofensis,Copepoda,9,10,282.74,116,4.0,0.10,11,1.128,6.416,7.239,1.44,1.34,1.41,1.39,1.49,1.42,1.36,1.37,1.41,1.29
 13-559 ,Zoop1,na,na,,Daphnia,spp.,Cladocera,9,10,282.74,115,4.0,0.10,4,0.407,10.626,4.322,0.95,0.87,1.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00
 13-559 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,9,10,282.74,115,4.0,0.10,72,7.321,4.063,29.744,1.16,0.77,0.92,0.85,1.03,0.97,0.92,0.97,0.91,0.90
 13-559 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,9,10,282.74,115,4.0,0.10,65,6.609,5.257,34.745,0.99,0.92,1.13,0.77,0.48,0.52,0.91,0.93,0.61,0.45
 13-559 ,Zoop1,na,na,,Cyclops,scutifer,Copepoda,9,10,282.74,115,4.0,0.10,217,22.065,4.566,100.741,1.43,1.46,1.30,1.21,1.41,1.48,1.39,1.24,1.15,1.15
 13-559 ,Zoop1,na,na,,Leptodiaptomus,pribilofensis,Copepoda,9,10,282.74,115,4.0,0.10,26,2.644,6.231,16.473,1.32,1.34,1.21,1.49,1.41,1.50,1.31,1.43,1.37,1.34
 13-679 ,Zoop1,na,na,,Bosmina,longirostris,Cladocera,9,10,282.74,110,14.0,0.03,4,0.111,67.459,7.498,0.86,1.98,1.98,2.03,0.00,0.00,0.00,0.00,0.00,0.00
 13-679 ,Zoop1,na,na,,Eubosmina,longispina,Cladocera,9,10,282.74,110,14.0,0.03,4,0.111,4.649,0.517,0.85,0.50,0.54,0.50,0.00,0.00,0.00,0.00,0.00,0.00
 13-679 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,9,10,282.74,110,14.0,0.03,218,6.058,2.938,17.801,0.72,0.97,0.69,0.71,0.94,0.64,0.99,0.87,0.48,0.69
 13-679 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,9,10,282.74,110,14.0,0.03,60,1.667,2.189,3.649,0.50,0.40,0.45,0.54,0.52,0.77,0.96,0.45,0.50,0.74
 13-679 ,Zoop1,na,na,,Cyclops,columbianus,Copepoda,9,10,282.74,110,14.0,0.03,4,0.111,3.587,0.399,1.04,1.15,1.04,1.29,0.00,0.00,0.00,0.00,0.00,0.00
 13-679 ,Zoop1,na,na,,Heterocope,septentrionalis,Copepoda,9,10,282.74,110,14.0,0.03,3,0.083,57.373,4.783,2.97,2.97,3.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 13-679 ,Zoop1,na,na,,Leptodiaptomus,pribilofensis,Copepoda,9,10,282.74,110,14.0,0.03,129,3.585,6.341,22.731,1.36,1.39,1.47,1.39,1.29,1.41,1.29,1.44,1.37,1.44
 08-197 ,Zoop1,25-Jul-2017,NA,,Bosmina,longirostris,Cladocera,9.1,10,285.89,114,22.0,0.02,2,0.036,1.417,0.051,0.40,0.39,,,,,,,,
 08-197 ,Zoop1,25-Jul-2017,NA,,Chydorus ,sphaericus,Cladocera,9.1,10,285.89,114,22.0,0.02,3,0.054,0.527,0.029,0.27,0.23,0.20,,,,,,,
 08-197 ,Zoop1,25-Jul-2017,NA,,Daphnia,dentifera,Cladocera,9.1,10,285.89,114,22.0,0.02,86,1.559,6.495,10.124,0.78,1.08,0.67,0.81,1.46,1.51,0.91,1.32,1.18,1.26
 08-197 ,Zoop1,25-Jul-2017,NA,,Daphnia,pulicaria,Cladocera,9.1,10,285.89,114,22.0,0.02,206,3.734,26.417,98.638,1.59,1.37,1.44,1.28,1.28,1.40,1.10,0.86,1.36,1.60
 08-197 ,Zoop1,25-Jul-2017,NA,,Eubosmina,longispina,Cladocera,9.1,10,285.89,114,22.0,0.02,13,0.236,0.554,0.131,0.31,0.17,0.34,0.24,0.26,0.29,0.31,0.25,0.27,0.18
